Time,TZ,BL1.5LBA50CF1oo2_2JT01TValue,BL1.5LBA50CF1oo2_1JT01TValue,BL1.5LBA50CF1oo2_1oo2_JT01TValue,BL1.5LBA60CF1oo2_1oo2_JT01TValue,BL1.5LBA60CF1oo2_2JT01TValue,BL1.5LBA60CF1oo2_1JT01TValue,BL1.4LBB10FP905_ZE02U,BL1.4LBB10FP905_ZE01U,BL1.4LBB10FT905_ZE01U,BL1.BOP_5MAC10CP001_AI_JT01TValue,BL1.BOP_5MAC10CT001_AI_JT01TValue,BL1.BOP_5MAC20CP001_AI_JT01TValue,BL1.BOP_5MAC20CT001_AI_JT01TValue,BL1.BOP_5MAC30CP001_AI_JT01TValue,BL1.BOP_5MAC30CT001_AI_JT01TValue,BL1.BOP_5MAC40CP001_AI_JT01TValue,BL1.BOP_5MAC40CT001_AI_JT01TValue,BL1.4MAC10FT950_ZE01U,BL1.4MAM10CP010_XE01U,BL1.5LCA10FP920_ZE02U
#!Units,,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,barg,Bar,deg C,bar,deg C,bar,deg C,bar,deg C,bar,deg C,deg C,barg,bara
#!Description,Time Zone Information,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,LPT Pressure Inlet Steam,LPT Pressure LP Inlet Steam,LPT Inlet Steam Temperature ,PRESSURE FROM EXHAUST LP TURBINE TO DEAERATOR,TEMPERATURE FROM EXHAUST LP TURBINE TO DEAERATOR,PRESSURE FROM EXHAUST LP TURBINE TO LP3 PREHEATERS,TEMPERATURE FROM EXHAUST LP TURBINE TO LP3 PREHEATERS,LP ST EXTRACTION TO LP PREHEATER 2 PRESSURE,LP ST EXTRACTION TO LP PREHEATER 2 TEMPERATURE,LP ST EXTRACTION TO LP PREHEATER 1 PRESSURE,LP ST EXTRACTION TO LP PREHEATER 1 TEMPERATURE,LPT Exhaust Temperature,Pressure Leak Off Steam,Condenser Pressure
46:00.0,+02:00,24.537,24.7134,24.6252,23.8511,23.8382,23.864,13.5711,13.5748,367.2101,7.7703,316.4063,2.7469,229.838,0.4352,105.9404,-0.2644,70.2279,32.2148,-0.044,0.0467
47:00.0,+02:00,24.4546,24.725,24.5898,23.8119,23.7861,23.8376,13.5739,13.5766,367.3566,7.7728,316.3737,2.7437,229.7222,0.4336,105.8442,-0.2654,70.1237,32.1606,-0.044,0.0465
48:00.0,+02:00,24.4627,24.6777,24.5702,23.8302,23.8051,23.8554,13.4066,13.4093,367.4054,7.6911,316.4063,2.7119,229.6875,0.4252,105.748,-0.267,70.0846,32.1714,-0.0437,0.0464
49:00.0,+02:00,24.5473,24.7006,24.624,23.9106,23.7931,23.8627,13.5856,13.5883,367.2263,7.7728,316.4388,2.7453,229.6412,0.434,105.7342,-0.2651,70.0716,32.1606,-0.0441,0.0465
50:00.0,+02:00,24.4948,24.6197,24.5536,23.8768,23.82,23.9103,13.5928,13.5965,367.1938,7.7791,316.5364,2.7564,229.5949,0.438,105.6999,-0.2636,70.1563,32.2148,-0.0439,0.0465
51:00.0,+02:00,24.4574,24.7664,24.6119,23.8521,23.8207,23.9496,13.5965,13.6001,367.4705,7.7829,316.5039,2.7625,229.6528,0.4398,105.7342,-0.2628,70.2669,32.1606,-0.0439,0.0467
52:00.0,+02:00,24.5034,24.7004,24.6189,23.82,23.8091,23.8761,13.61,13.6145,367.2101,7.793,316.5202,2.7717,229.7454,0.4433,105.8029,-0.2616,70.3581,32.2148,-0.0437,0.0468
53:00.0,+02:00,24.4327,24.7161,24.5744,23.8974,23.7965,23.9447,13.6145,13.6182,367.3077,7.7981,316.5364,2.772,229.838,0.4427,105.8785,-0.2617,70.3581,32.2148,-0.0439,0.0468
54:00.0,+02:00,24.4608,24.7029,24.5818,23.8626,23.8529,23.8619,13.6154,13.6182,367.0148,7.8,316.5039,2.7717,229.8611,0.4425,105.9198,-0.2619,70.3646,32.1606,-0.044,0.0467
55:00.0,+02:00,24.4799,24.7194,24.5996,23.8544,23.7876,23.9462,13.3252,13.3297,366.9171,7.6272,316.4876,2.7004,229.919,0.4223,105.906,-0.267,70.1628,32.1063,-0.044,0.0462
56:00.0,+02:00,24.4822,24.678,24.5801,23.8429,23.8095,23.8275,13.1453,13.1498,367.1124,7.512,316.3737,2.6721,229.9537,0.4163,105.9885,-0.268,70,31.9978,-0.0439,0.0461
57:00.0,+02:00,24.4055,24.6336,24.5195,23.7679,23.6789,23.7924,12.978,12.9807,367.3891,7.4057,316.2598,2.6348,230.3241,0.4055,106.1947,-0.2708,69.7591,31.9436,-0.0439,0.0458
58:00.0,+02:00,24.403,24.599,24.501,23.7912,23.7267,23.7525,13.1145,13.1181,367.3566,7.5386,316.1621,2.6702,230.4745,0.4143,106.3665,-0.2701,69.6289,31.9436,-0.044,0.0459
59:00.0,+02:00,24.4359,24.6242,24.53,23.7501,23.71,23.7874,13.0503,13.0539,367.5356,7.4962,316.0482,2.6358,230.4051,0.4038,106.3665,-0.2731,69.694,31.9436,-0.0441,0.0457
00:00.0,+02:00,24.4025,24.6346,24.5186,23.7851,23.7884,23.8156,13.1127,13.1163,367.6007,7.5177,315.8854,2.6151,230.1505,0.3961,106.1809,-0.2767,69.3424,31.7808,-0.0442,0.0455
01:00.0,+02:00,24.4544,24.6414,24.5479,23.7656,23.7492,23.7466,13.0783,13.082,367.3728,7.4987,315.7715,2.5954,229.7685,0.3888,105.8373,-0.2795,69.082,31.6832,-0.0441,0.0451
02:00.0,+02:00,24.3567,24.6199,24.4883,23.7701,23.7654,23.7732,13.0811,13.0847,367.7309,7.4993,315.625,2.5986,229.4908,0.3889,105.5556,-0.2801,68.9583,31.6289,-0.0444,0.0449
03:00.0,+02:00,24.3561,24.6089,24.4825,23.7466,23.7085,23.7937,13.1019,13.1064,367.8611,7.512,315.6087,2.6396,229.5255,0.4021,105.4525,-0.275,69.1797,31.6723,-0.045,0.0452
04:00.0,+02:00,24.3948,24.6529,24.5238,23.7481,23.7053,23.797,13.1263,13.1299,367.6495,7.531,315.5436,2.6937,229.9537,0.4208,105.6999,-0.2672,69.7331,31.8351,-0.0443,0.0457
05:00.0,+02:00,24.4312,24.6505,24.5409,23.7782,23.7712,23.8139,13.1109,13.1154,367.4868,7.5373,315.5436,2.7119,230.5903,0.4302,106.2428,-0.2629,70.2279,31.9436,-0.0443,0.0459
06:00.0,+02:00,24.4049,24.6359,24.5204,23.8012,23.7788,23.7931,13.1136,13.1172,367.6332,7.5462,315.4622,2.6985,231.0764,0.4261,106.7307,-0.2647,70.2539,31.9436,-0.0443,0.0459
07:00.0,+02:00,24.4534,24.7025,24.578,23.7719,23.7218,23.8019,13.1091,13.1154,367.796,7.543,315.2344,2.6673,231.1111,0.4147,106.9437,-0.2693,69.9544,31.9436,-0.0441,0.0457
08:00.0,+02:00,24.4495,24.6483,24.5489,23.7676,23.7326,23.8127,13.1091,13.1127,367.6983,7.5399,314.9902,2.6355,230.787,0.403,106.7788,-0.2741,69.5638,31.7808,-0.0441,0.0452
09:00.0,+02:00,24.4721,24.698,24.5851,23.7703,23.8108,23.8199,12.978,12.9816,367.5356,7.4709,314.8275,2.5919,230.382,0.3889,106.4489,-0.2791,69.1927,31.6723,-0.0438,0.0448
10:00.0,+02:00,24.5255,24.767,24.6462,23.7979,23.787,23.8529,13.0838,13.0883,367.4868,7.5076,314.6973,2.611,230.0463,0.3927,106.1603,-0.2784,69.0755,31.6181,-0.0439,0.0448
11:00.0,+02:00,24.4872,24.7325,24.6099,23.8905,23.7761,23.8654,13.1172,13.1208,367.7472,7.5202,314.7135,2.6243,229.8958,0.3971,105.9335,-0.2771,69.1471,31.6723,-0.0439,0.0449
12:00.0,+02:00,24.4892,24.7683,24.6287,23.8248,23.8255,23.9251,13.1371,13.1407,367.8611,7.5259,314.8275,2.6412,229.8958,0.4032,105.8785,-0.2748,69.3099,31.6723,-0.0447,0.0451
13:00.0,+02:00,24.5847,24.7204,24.6525,23.8846,23.8675,23.9452,13.1561,13.1606,368.1541,7.5424,314.9739,2.6654,230.1042,0.4117,105.9885,-0.2714,69.5313,31.7808,-0.0437,0.0453
14:00.0,+02:00,24.5677,24.7293,24.6485,23.896,23.8609,23.9205,13.185,13.1878,368.2517,7.5595,315.1367,2.6737,230.3472,0.4144,106.2771,-0.2701,69.7656,32.2148,-0.0436,0.0501
15:00.0,+02:00,24.5319,24.7272,24.6296,23.9418,23.9134,23.9146,13.1986,13.2022,368.3005,7.5753,315.2181,2.6864,230.4977,0.4181,106.4489,-0.2692,69.7721,32.2257,-0.0437,0.0462
16:00.0,+02:00,24.6193,24.8625,24.7409,23.9411,23.8687,23.9904,13.2275,13.2312,368.3494,7.5987,315.2181,2.6988,230.6829,0.4222,106.6345,-0.2677,69.8893,32.0521,-0.0436,0.0457
17:00.0,+02:00,24.6158,24.8422,24.729,23.9115,23.9253,23.9486,13.2303,13.2339,368.3168,7.6038,315.153,2.6979,230.8565,0.4213,106.7719,-0.268,69.9219,31.8893,-0.0438,0.0455
18:00.0,+02:00,24.6069,24.8282,24.7175,23.8969,23.8907,23.9711,13.2547,13.2583,368.4958,7.624,315.1367,2.7023,230.9607,0.4223,106.8681,-0.2678,69.9284,31.7266,-0.0439,0.0451
19:00.0,+02:00,24.6271,24.8562,24.7416,23.999,23.9031,24.0352,13.1968,13.1995,368.6261,7.6032,315.1042,2.6848,231.0185,0.4166,106.9025,-0.2697,69.7331,31.6181,-0.0442,0.0448
20:00.0,+02:00,24.662,24.8873,24.7746,23.9313,23.9536,23.9796,13.2863,13.2899,368.6261,7.6449,314.9739,2.7071,231.0417,0.4229,106.9025,-0.2678,69.8958,31.7808,-0.0443,0.0454
21:00.0,+02:00,24.6084,24.9166,24.7625,23.9928,23.9461,24.0745,13.1606,13.1633,368.6749,7.5848,314.9088,2.6765,231.1458,0.415,106.9437,-0.2705,69.7396,31.7266,-0.0442,0.0451
22:00.0,+02:00,24.6711,24.8641,24.7676,24.0012,23.9657,24.0383,13.2872,13.2917,368.9516,7.6468,314.8275,2.7065,231.1574,0.4229,106.9643,-0.268,69.8307,31.8351,-0.0439,0.0456
23:00.0,+02:00,24.6502,24.873,24.7616,24.0166,23.9717,23.9912,13.3116,13.3152,368.74,7.657,314.86,2.7115,231.2269,0.4245,107.0124,-0.2673,69.9349,31.8893,-0.0438,0.0456
24:00.0,+02:00,24.6752,24.8488,24.762,24.0154,23.9849,24.0693,13.308,13.3116,368.9027,7.6544,314.7786,2.7071,231.2732,0.4228,107.0674,-0.2679,69.9219,31.8351,-0.0439,0.0453
25:00.0,+02:00,24.6372,24.8963,24.7668,23.9893,23.9838,24.0681,13.3189,13.3234,368.919,7.6601,314.8112,2.7071,231.2153,0.4234,107.0743,-0.268,69.9219,31.7808,-0.0441,0.0454
26:00.0,+02:00,24.6599,24.9114,24.7856,23.9988,23.9813,24.0319,13.308,13.3116,368.9678,7.6557,314.7949,2.7033,231.2153,0.4216,107.0812,-0.2685,69.8698,31.8351,-0.044,0.0454
27:00.0,+02:00,24.7018,24.8768,24.7893,24.0656,24.0274,24.0793,13.3062,13.3098,368.9353,7.6532,314.7786,2.6988,231.2153,0.4199,107.0468,-0.2692,69.8047,31.7808,-0.0438,0.0453
28:00.0,+02:00,24.6659,24.8837,24.7748,24.0508,24.0396,24.1317,13.318,13.3216,368.8376,7.6589,314.7949,2.7071,231.2153,0.4231,107.0468,-0.2681,69.8307,31.8351,-0.0435,0.0454
29:00.0,+02:00,24.7014,24.9153,24.8083,24.05,24.0325,24.0896,13.3062,13.3107,368.9516,7.6538,314.8112,2.7052,231.3079,0.4223,107.0812,-0.2683,69.8958,31.8351,-0.0437,0.0455
30:00.0,+02:00,24.722,24.9126,24.8173,24.035,24.0075,24.1503,13.308,13.3116,369.1631,7.6563,314.86,2.708,231.2847,0.4231,107.1499,-0.2682,69.8958,31.8351,-0.0439,0.0454
31:00.0,+02:00,24.6947,24.9281,24.8114,24.0935,24.0448,24.1461,13.2954,13.3008,369.0004,7.6449,314.86,2.708,231.3889,0.4231,107.1774,-0.2679,69.9023,31.8351,-0.044,0.0454
32:00.0,+02:00,24.7555,25.0149,24.8852,24.0633,24.0553,24.0787,13.2972,13.3017,369.2282,7.6468,314.86,2.7084,231.5394,0.4235,107.2461,-0.2678,69.9349,31.8351,-0.0444,0.0453
33:00.0,+02:00,24.8098,25.0436,24.9267,24.1784,24.1625,24.1925,13.327,13.3306,369.033,7.6658,314.9577,2.7182,231.5509,0.4264,107.3079,-0.2668,69.9935,31.7808,-0.044,0.0454
34:00.0,+02:00,24.8076,25.0899,24.9488,24.2265,24.2287,24.2978,13.299,13.3026,369.1957,7.6164,315.0553,2.7004,231.6204,0.4213,107.3492,-0.268,70.0195,31.7808,-0.0442,0.0452
35:00.0,+02:00,24.8825,25.0857,24.9841,24.2487,24.2129,24.2194,13.3587,13.3623,369.2445,7.6861,315.0553,2.724,231.6204,0.4276,107.3835,-0.2668,69.987,31.7266,-0.0442,0.0453
36:00.0,+02:00,24.9223,25.1543,25.0383,24.2411,24.2103,24.3238,13.3677,13.3713,369.212,7.6943,315.1204,2.7255,231.6783,0.4281,107.4248,-0.2667,70.0325,31.7808,-0.0441,0.0453
37:00.0,+02:00,24.8756,25.1469,25.0112,24.2793,24.2148,24.3388,13.3749,13.3776,369.3422,7.6956,315.1042,2.7211,231.5972,0.4267,107.411,-0.2673,69.9935,31.8351,-0.0442,0.0454
38:00.0,+02:00,24.9318,25.1667,25.0493,24.2401,24.2152,24.3092,13.365,13.3695,369.1794,7.6924,315.0228,2.7119,231.5162,0.4237,107.356,-0.2687,69.8958,31.7808,-0.0444,0.0453
39:00.0,+02:00,24.9428,25.1699,25.0564,24.2262,24.1875,24.2333,13.3813,13.3849,369.2282,7.7006,315.0716,2.7182,231.4583,0.4252,107.2736,-0.2678,69.9219,31.8351,-0.0439,0.0455
40:00.0,+02:00,24.9207,25.1635,25.0421,24.255,24.2254,24.292,13.3885,13.393,369.5212,7.7044,315.0716,2.7166,231.5046,0.4249,107.253,-0.2681,69.9219,31.8351,-0.0447,0.0454
41:00.0,+02:00,24.8799,25.1149,24.9974,24.2867,24.2485,24.2904,13.3993,13.403,369.4073,7.7076,315.0716,2.717,231.3889,0.4246,107.2186,-0.2684,69.8763,31.8351,-0.0441,0.0454
42:00.0,+02:00,24.8939,25.1759,25.0349,24.2153,24.2157,24.2431,13.4219,13.4256,369.4886,7.719,315.1042,2.7195,231.4352,0.4257,107.1774,-0.2686,69.8958,31.7808,-0.0444,0.0453
43:00.0,+02:00,24.9422,25.1185,25.0303,24.1911,24.1839,24.2584,13.4075,13.4111,369.2771,7.7076,315.153,2.7166,231.3658,0.4246,107.1087,-0.2685,69.8698,31.7808,-0.0445,0.0453
44:00.0,+02:00,24.9166,25.2105,25.0636,24.2496,24.201,24.2847,13.4129,13.4165,369.2771,7.6905,315.2995,2.7131,231.3658,0.4238,107.0743,-0.2689,69.8568,31.7917,-0.0444,0.0453
45:00.0,+02:00,24.9603,25.1788,25.0696,24.2386,24.2306,24.2463,13.3813,13.3849,369.212,7.6987,315.2018,2.7122,231.3079,0.4229,107.0331,-0.2695,69.7461,31.7808,-0.0445,0.0453
46:00.0,+02:00,24.9468,25.21,25.0784,24.2622,24.3091,24.2527,13.4436,13.4473,368.5772,7.7323,315.3157,2.7329,231.169,0.4296,106.9368,-0.2673,69.9349,31.7808,-0.0444,0.0453
47:00.0,+02:00,24.9789,25.2122,25.0956,24.2526,24.2775,24.246,13.4436,13.4473,368.1215,7.7316,315.3646,2.7341,231.1343,0.4304,106.8613,-0.2669,70.0195,31.8351,-0.0445,0.0454
48:00.0,+02:00,25.0148,25.201,25.1079,24.2743,24.2917,24.3048,13.4626,13.4663,367.796,7.7449,315.3809,2.7399,230.9607,0.4322,106.7719,-0.2661,70.0651,31.8351,-0.0443,0.0454
49:00.0,+02:00,25.0193,25.1545,25.0869,24.2912,24.2987,24.2961,13.4672,13.4708,367.3728,7.7481,315.2669,2.7367,230.7523,0.4311,106.6688,-0.2666,70.0521,31.8351,-0.0445,0.0454
50:00.0,+02:00,25.0012,25.1863,25.0938,24.3066,24.3066,24.3092,13.4771,13.4816,366.9822,7.757,315.2832,2.7376,230.463,0.4314,106.4627,-0.2664,70.0521,31.8134,-0.0444,0.0454
51:00.0,+02:00,24.9568,25.2286,25.0927,24.2914,24.302,24.2744,13.4762,13.4798,366.5916,7.7525,315.1204,2.7329,230.2431,0.4302,106.2771,-0.2668,70.0391,31.8351,-0.0445,0.0454
52:00.0,+02:00,24.9951,25.2185,25.1068,24.2943,24.3147,24.3002,13.4635,13.4681,366.2498,7.7475,315.0553,2.731,229.9537,0.4298,106.071,-0.267,69.987,31.7808,-0.0444,0.0454
53:00.0,+02:00,25.0316,25.2208,25.1262,24.3152,24.2865,24.3326,13.4663,13.4699,366.2173,7.7487,314.9414,2.7341,229.8264,0.4311,105.8717,-0.2662,70.0391,31.8351,-0.0439,0.0456
54:00.0,+02:00,25.0455,25.2099,25.1277,24.3055,24.3371,24.3305,13.4554,13.4572,365.9731,7.7424,314.8275,2.7329,229.5949,0.431,105.7617,-0.2662,70.0586,31.9002,-0.0439,0.0456
55:00.0,+02:00,25.0281,25.1898,25.1089,24.322,24.3214,24.2885,13.3388,13.3424,365.6802,7.6544,314.6647,2.6975,229.4329,0.4214,105.6655,-0.2685,70.0391,31.8351,-0.0443,0.0454
56:00.0,+02:00,25.0319,25.1858,25.1088,24.3287,24.326,24.3063,13.4319,13.4364,365.2733,7.7316,314.567,2.7281,229.2361,0.4296,105.5074,-0.2668,70,31.7808,-0.0444,0.0454
57:00.0,+02:00,24.9897,25.2554,25.1225,24.3445,24.3236,24.3434,13.4337,13.4373,365.0454,7.7304,314.3717,2.7338,229.2014,0.4319,105.4181,-0.2657,70.0846,31.7808,-0.0443,0.0453
58:00.0,+02:00,25.0164,25.1861,25.1012,24.3638,24.3726,24.3674,13.4256,13.4292,365.0291,7.7253,314.3392,2.7335,229.1204,0.4317,105.3838,-0.2655,70.1237,31.7917,-0.0442,0.0454
59:00.0,+02:00,24.9855,25.2801,25.1328,24.3066,24.302,24.3047,13.4011,13.4057,365.1268,7.7108,314.209,2.7233,229.0625,0.4287,105.315,-0.2665,70.0911,31.7808,-0.0441,0.0454
00:00.0,+02:00,24.9617,25.2367,25.0992,24.3444,24.3576,24.3629,13.3984,13.4011,365.078,7.7095,314.0788,2.7195,228.912,0.4273,105.2119,-0.267,70.026,31.7266,-0.0442,0.0453
01:00.0,+02:00,25.0126,25.1942,25.1034,24.3517,24.3311,24.3456,13.3894,13.393,365.0291,7.7044,313.9323,2.7166,228.8195,0.4266,105.1295,-0.2673,69.9935,31.7374,-0.0443,0.0452
02:00.0,+02:00,24.991,25.2015,25.0962,24.3345,24.3528,24.3014,13.3921,13.3966,364.785,7.7051,313.8021,2.7201,228.7732,0.428,105.0264,-0.2668,69.9935,31.7266,-0.044,0.0453
03:00.0,+02:00,24.9847,25.2294,25.1071,24.3654,24.3687,24.349,13.3587,13.3623,364.7362,7.6911,313.6068,2.723,228.7269,0.4296,105.0058,-0.2655,70.1172,31.8351,-0.0437,0.0454
04:00.0,+02:00,25.0274,25.2854,25.1564,24.3533,24.3586,24.3468,13.3677,13.3713,364.9478,7.6975,313.5579,2.7275,228.7269,0.4307,105.0745,-0.2651,70.1563,31.7808,-0.0436,0.0454
05:00.0,+02:00,25.0329,25.2369,25.1349,24.3177,24.2927,24.3467,13.3659,13.3695,364.8338,7.6924,313.4277,2.7271,228.7732,0.431,105.0882,-0.2651,70.1628,31.7808,-0.0437,0.0453
06:00.0,+02:00,24.9811,25.2378,25.1094,24.3116,24.3136,24.3096,13.2194,13.2221,364.7036,7.6316,313.3138,2.6969,228.7269,0.4222,105.0608,-0.2674,70.0391,31.7808,-0.0438,0.0451
07:00.0,+02:00,24.9532,25.2362,25.0947,24.3048,24.3266,24.2831,13.3713,13.3749,364.8827,7.7,313.151,2.7278,228.7269,0.4307,105.047,-0.2654,70.1172,31.7808,-0.0436,0.0453
08:00.0,+02:00,24.9463,25.1529,25.0496,24.3307,24.3421,24.3276,13.3767,13.3804,364.4758,7.7044,313.0208,2.7303,228.6806,0.4317,105.0264,-0.2651,70.1497,31.7808,-0.0437,0.0454
09:00.0,+02:00,25.0437,25.1859,25.1148,24.2556,24.2775,24.2458,13.3849,13.3885,364.7199,7.7095,312.9395,2.7338,228.6806,0.4328,104.9577,-0.2646,70.1888,31.8351,-0.0437,0.0454
10:00.0,+02:00,24.9964,25.2123,25.1043,24.2532,24.2734,24.247,13.3894,13.393,364.7687,7.7146,312.793,2.7361,228.6806,0.4336,104.9165,-0.2641,70.2148,31.8351,-0.0436,0.0455
11:00.0,+02:00,24.9408,25.1817,25.0612,24.2849,24.277,24.2928,13.412,13.4156,364.6711,7.7272,312.7441,2.7402,228.7037,0.4349,104.889,-0.2638,70.2539,31.7808,-0.0437,0.0453
12:00.0,+02:00,24.9821,25.1388,25.0604,24.2707,24.2483,24.2931,13.4048,13.4093,364.4432,7.7221,312.5814,2.7357,228.6458,0.4334,104.8752,-0.2644,70.2018,31.8351,-0.0436,0.0454
13:00.0,+02:00,24.9751,25.2082,25.0916,24.2416,24.2416,24.2416,13.4183,13.4228,364.6711,7.7316,312.4674,2.7361,228.588,0.4334,104.8134,-0.2647,70.1823,31.7917,-0.0437,0.0454
14:00.0,+02:00,24.9627,25.1102,25.0364,24.2833,24.2636,24.3031,13.4129,13.4165,364.5083,7.7259,312.4186,2.7271,228.4954,0.4304,104.7515,-0.2659,70.1237,31.7808,-0.0441,0.0453
15:00.0,+02:00,24.9788,25.1369,25.0579,24.2418,24.2279,24.2556,13.4138,13.4183,364.4758,7.7266,312.386,2.7243,228.3565,0.4292,104.6347,-0.2664,70.0586,31.7266,-0.0441,0.0451
16:00.0,+02:00,24.9504,25.1124,25.0314,24.262,24.2501,24.2739,13.2809,13.2845,364.2316,7.6595,312.207,2.6924,228.2408,0.4199,104.5454,-0.2691,69.8958,31.6181,-0.0441,0.0448
17:00.0,+02:00,24.8773,25.1697,25.0235,24.2471,24.2444,24.2497,13.4111,13.4147,364.4269,7.719,312.207,2.7255,228.1829,0.4292,104.4766,-0.2664,69.9609,31.6723,-0.044,0.0451
18:00.0,+02:00,24.8896,25.1411,25.0154,24.1948,24.1895,24.1855,13.4156,13.4192,364.4432,7.7196,312.1907,2.7306,228.1945,0.4311,104.4354,-0.2654,70.1042,31.6723,-0.0441,0.0451
19:00.0,+02:00,24.9182,25.1355,25.0391,24.2133,24.1956,24.2325,13.4057,13.4102,364.4595,7.7114,312.2721,2.7313,228.2408,0.4321,104.3873,-0.2653,70.1237,31.7266,-0.0441,0.0451
20:00.0,+02:00,24.9091,25.1672,25.0381,24.1923,24.2123,24.1978,13.4084,13.412,364.4595,7.7165,312.2233,2.7341,228.2755,0.4327,104.3529,-0.2649,70.1497,31.6723,-0.0442,0.0451
21:00.0,+02:00,24.8847,25.0731,24.9926,24.2229,24.2098,24.2085,13.3605,13.365,364.3781,7.6911,312.207,2.7208,228.2408,0.4287,104.3598,-0.2661,70.0651,31.6832,-0.044,0.045
22:00.0,+02:00,24.9366,25.0947,25.0156,24.2234,24.2123,24.2308,13.3867,13.3912,364.4107,7.7019,312.2559,2.7211,228.206,0.4287,104.3529,-0.2665,70.0586,31.6723,-0.0443,0.045
23:00.0,+02:00,24.8544,25.1139,24.9841,24.1998,24.2238,24.1934,13.3758,13.3794,364.4269,7.6905,312.2233,2.7122,228.1366,0.4258,104.3186,-0.2673,70.026,31.6723,-0.0439,0.045
24:00.0,+02:00,24.9084,25.0665,24.9874,24.2187,24.2384,24.2595,13.346,13.3505,364.2479,7.6759,312.1419,2.702,228.0787,0.4226,104.2636,-0.2686,69.8958,31.6181,-0.0443,0.0448
25:00.0,+02:00,24.9313,25.1605,25.0459,24.2096,24.2261,24.168,13.3496,13.355,364.313,7.6759,312.1419,2.7071,228.0093,0.4242,104.2292,-0.2678,69.9089,31.5747,-0.0442,0.0448
26:00.0,+02:00,24.9055,25.0294,24.9675,24.2706,24.3076,24.268,13.3315,13.3351,364.3781,7.6652,312.1745,2.7084,227.9745,0.4249,104.2018,-0.2673,69.9609,31.5638,-0.044,0.0448
27:00.0,+02:00,24.8647,25.0887,24.9767,24.2111,24.2149,24.2611,13.3342,13.3388,364.3781,7.669,312.0605,2.7131,227.9861,0.4266,104.2018,-0.2669,70,31.6289,-0.044,0.0448
28:00.0,+02:00,24.8263,25.0806,24.9534,24.2351,24.2219,24.2417,13.3315,13.3351,364.4432,7.6665,312.1094,2.7182,228.0903,0.4284,104.2499,-0.2659,70.0651,31.6723,-0.0439,0.045
29:00.0,+02:00,24.8866,25.0552,24.9709,24.2641,24.2306,24.2266,13.327,13.3306,364.3618,7.6652,312.1094,2.7179,228.1829,0.4283,104.2842,-0.2658,70.0846,31.6832,-0.0441,0.0449
30:00.0,+02:00,24.889,25.113,25.001,24.1855,24.2104,24.1814,13.3171,13.3207,364.2805,7.6633,312.0605,2.717,228.1945,0.428,104.3323,-0.266,70.0846,31.6832,-0.0441,0.0449
31:00.0,+02:00,24.8574,25.0722,24.9648,24.2092,24.1635,24.1965,13.2104,13.2149,364.2642,7.6158,312.0117,2.6944,228.206,0.4216,104.3598,-0.2677,69.9935,31.5638,-0.0442,0.0446
32:00.0,+02:00,24.8914,25.0811,24.9863,24.1736,24.1715,24.1755,13.3053,13.3098,364.3293,7.657,311.9792,2.7131,228.2639,0.4261,104.4354,-0.2664,70.0195,31.5638,-0.0443,0.0448
33:00.0,+02:00,24.8453,25.0455,24.9454,24.2088,24.2038,24.1946,13.3116,13.3152,364.3618,7.6639,311.8489,2.7166,228.2176,0.428,104.4629,-0.266,70.0586,31.5747,-0.0443,0.0448
34:00.0,+02:00,24.8227,25.0283,24.9255,24.1923,24.2294,24.2162,13.318,13.3216,364.134,7.6652,311.7838,2.7154,228.3102,0.4276,104.456,-0.2662,70.0846,31.6181,-0.0444,0.0448
35:00.0,+02:00,24.8897,25.0768,24.9832,24.1688,24.1355,24.2015,13.3098,13.3125,364.2479,7.6639,311.6862,2.7106,228.206,0.4258,104.4217,-0.2668,70.026,31.5638,-0.044,0.0448
36:00.0,+02:00,24.8637,25.0824,24.973,24.1599,24.1886,24.1266,13.3288,13.3333,364.3781,7.6721,311.6374,2.7096,228.1482,0.4252,104.4079,-0.267,69.974,31.5638,-0.0441,0.0448
37:00.0,+02:00,24.8118,25.0358,24.9238,24.206,24.1932,24.2077,13.3216,13.3252,364.3456,7.6652,311.556,2.7007,228.0903,0.4226,104.3736,-0.2681,69.9349,31.5638,-0.044,0.0448
38:00.0,+02:00,24.8291,25.0952,24.9621,24.1529,24.111,24.1242,13.3288,13.3333,364.3618,7.6665,311.442,2.6972,227.9283,0.4211,104.2636,-0.2691,69.8568,31.5421,-0.0443,0.0446
39:00.0,+02:00,24.8844,25.0504,24.9674,24.1389,24.1581,24.1581,13.3171,13.3207,364.4432,7.6576,311.556,2.6969,227.8472,0.4213,104.2155,-0.2687,69.8568,31.5638,-0.0438,0.0448
40:00.0,+02:00,24.8652,25.014,24.9396,24.1351,24.1319,24.1292,13.3288,13.3324,364.3944,7.6595,311.5723,2.6937,227.8009,0.4199,104.1468,-0.2693,69.8307,31.5638,-0.0445,0.0448
41:00.0,+02:00,24.85,25.0792,24.9646,24.0942,24.1057,24.0859,13.2022,13.2067,364.0038,7.5975,311.6536,2.6657,227.7315,0.4122,104.078,-0.2716,69.694,31.5096,-0.0442,0.0445
